id,event_name,description,audience,cycle,website,email,country,date_uncertain,date,duration_days,venue_id
3237,WIN EXPO - ANNUAL NORTH COAST WINE INDUSTRY EXPO 2023,"WIN Expo provides winery and vineyard professionals access to nearly 300 of the industry’s best suppliers and service professionals showcasing their most current, innovative new products and services",Public,once a year,http://www.wineindustryexpo.com/,info@wineindustryexpo.com,USA,False,2023-11-30,1,689
3238,OSHKOSH GUN SHOW 2023,"Arms Expo. OSHKOSH GUN SHOW features shooting rifles, shotguns, hunting knife, rifle spoke, bulletproof jackets, ear plugs, fishing accessories, holsters, outdoor survival gears and laser optics",Public,twice a year,http://gunshowtrader.com/gun-shows/oshkosh-sunnyview-expo-gun-show,,USA,False,2023-12-01,3,667
3240,EXPO ARTE NAVIDEÑO 2023,"Christmas Fair. Crafts, food, household items, toys, jewelry, textiles, decoration and ornament...",Public,once a year,http://www.feicobol.com.bo/,feicobol@feicobol.com.bo,Bolivia,True,2023-12-01,1,578
3241,TULSA GRAND NATIONAL GUN SHOW 2023,"Arms & Ammunition Fair. TULSA GRAND NATIONAL GUN SHOW presents all types of firearms, combat knife, muzzle load, antique pistols, cartridges, hunting accessories, gun cases & safes, self protection weapons, outdoor survival training and hi-tech optics",Public,twice a year,http://macshows.com/oklahoma,ddiener@suddenlinkmail.com,USA,False,2023-12-02,2,567
4523,SAN ANTONIO HOME + GARDEN SHOW - FALL 2024,"San Antonio, TX Home & garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://sanantoniofallhomeshow.com/,rosannah@marketplaceevents.com,USA,True,2024-09-01,1,890
3243,ENCONTRO ANUAL DO MERCADO LIVRE 2023,"“Encontro Anual do Mercado Livre” is a unique opportunity for dialogue, technical and commercial, between producers, traders and free consumers",Public,once a year,http://www.encontromercadolivre.com.br/,eaml@informa.com,Brazil,False,2023-11-29,3,690
3244,BOSSIER CITY GUN & KNIFE SHOW 2023,"Arms and Ammunition Fair. BOSSIER CITY GUN & KNIFE SHOW features shooting rifles, shotguns, collectibles, pistols, antique knifes, war relics, personal defense weapons, gun safe, outdoor equipment, hunting accessories, holsters and display cases",Public,unknown,http://capgunshows.com/bossier-city-gun-show,info@capgunshows.com,USA,False,2023-12-02,2,691
3245,ART MIAMI 2023,"Contemporary and Modern art fair in Florida. ART MIAMI features fine arts, emergent modern artwork, paintings, sculptures, design on fabrics, woodwork, photography, drawings, video art, curio and antiques",Public,once a year,http://www.artmiamifair.com/,info@art-miami.com,USA,False,2023-12-05,6,672
3247,STRAIGHT SHOOTERS GUN SHOW NEW ALBANY 2023,"Arms & Ammunition Fair. STRAIGHT SHOOTERS GUN SHOW NEW ALBANY showcases antique pistols, hunting rifles, combat knives and swords, cartridges, coins & collectible, hunting accessories, fishing gears, holsters, gun safes & cases, survival training",Public,twice a year,http://www.straightshootersenterprises.com/,,USA,True,2023-12-01,1,692
3249,EDUCATION & CAREER FAIRS - BRITISH COLUMBIA 2023,"Education & Career Fair. ECF's mission is to provide high school students, parents, teachers and counselors with thousands of post-secondary options from around the world",Public,once a year,http://www.educationcareerfairs.com/ecf-british-columbia,vancouver@icsevents.com,Canada,False,2023-11-29,1,694
3251,PASADENA GUNS & KNIFE SHOW 2023,"Arms & Ammunition Fair. PASADENA GUNS & KNIFE SHOW presents self-defense weapons, antique pistols, Colt, all size of knives, Sig Sauer, muzzle load, bulletproof jacket, carbines, hi-tech optics, survival training & hunting gears",Public,unknown,http://www.premiergunshows.com/shows/houston-pasadena-gun-show,Info@PremierGunShows.com,USA,False,2023-12-02,2,673
3252,AMERICAN AEROSPACE & DEFENSE SUMMIT 2023,Conference dedicated to manufacturing and R&D in American aerospace and defense,Public,once a year,http://aadsummit.com/,info@generisgp.com,USA,False,2023-12-04,2,695
3255,JACKSONVILLE GUNS & KNIFE SHOW 2023,"Weapon fair. JACKSONVILLE GUNS & KNIFE SHOW showcases hunting knife, shooting rifle, shotguns, rifle spoke, sharpening tool, outdoor equipments, muzzle load, hi-tech optics, collector guns, flashlight, hunting boots and Camouflage Related item",Public,unknown,http://www.ncgunshows.com/,,USA,False,2023-12-02,2,696
3259,EXPO FERRETERA 2023,International Hardware and Tools Trade Fair,Public,every 2 years,http://www.expoferretera.com.ar/,-expoferretera@argentina.messefrankfurt.com,Argentina,False,2023-11-29,4,432
3290,LACEY GUN SHOW 2023,"Arms & Ammunition Fair. LACEY GUN SHOW presents hunting rifle, samurai swords, memorabilia, custom knife, air guns, cartridges, gun magazines, collectors guns, antique pistols, coins, scopes, fishing tackle, display cases, and survival training",Public,unknown,http://www.bigtoppromos.com/,sales@bigtoppromos.com,USA,False,2023-12-16,2,712
3291,MURFREESBORO GUN SHOW 2023,"Guns & knife show. MURFREESBORO GUN SHOW features handguns, shotguns, shooting rifles, collectible guns, all size of knives, war relics, pistols, hunting accessories, fishing gears, military surplus, holsters, gun safes, gun cases, survival gears",Public,unknown,http://rkshows.com/events/category/tennessee,rkshows@yousq.net,USA,False,2023-12-30,2,713
3292,TOPEKA GUN SHOW 2023,"Guns & knife show. TOPEKA GUN SHOW features shooting rifles, handguns, shotguns, collectible firearm, antique knife, personal defense weapons, fishing & hunting accessories, survival gears, military surplus, gun cases and safe",Public,unknown,http://rkshows.com/events/category/kansas,rkshows@yousq.net,USA,False,2023-12-09,2,454
3293,COLUMBIA GUN & KNIFE SHOW 2023,"Arms and Weapons fair. COLUMBIA GUN & KNIFE SHOW IN SUMMER features rifles, shotguns, collectibles firearms, all size of knives, swords, personal defense weapons, outdoor equipment, fishing & hunting accessories, holster, gun cases & gun safe",Public,3 times a year,http://www.scgunshows.com/columbia-show,Mike@MKShows.com,USA,False,2023-12-09,2,714
3294,ST. CHARLES GUN SHOW 2023,"Guns & knife show. ST. CHARLES GUN SHOW features shooting rifles, handguns, shotguns, collectible firearm, antique knife, personal defense weapons, fishing & hunting accessories, survival gears, military surplus, gun cases and safe",Public,unknown,http://rkshows.com/event/st-charles-mo-gun-show,rkshows@yousq.net,USA,False,2023-12-30,2,649
3295,PALM BEACH MODERN + CONTEMPORARY 2023,"Palm Beach Modern + Contemporary Art Fair. The most important works available for acquisition at the forefront of the international contemporary, modern, classical modern, post-war and pop eras",Public,once a year,http://www.artpbfair.com/,info@artmiami.com,USA,False,2023-12-05,6,715
3296,STRETCH & SHRINK FILM NORTH AMERICA 2023,Forum exploring trends and technical developments in the North America Stretch & Shrink Film industry,Public,every 2 years,http://www.ami.international/events/upcoming,info@amiplastics.com,USA,False,2023-12-06,2,716
3297,LAS VEGAS GUNS & KNIFE SHOW 2023,"Arms & Ammunition fair. LAS VEGAS GUNS & KNIFE SHOW showcases shooting rifles, all sizes of knives, swords, hunting shotgun, camouflage merchandise, fishing accessories, ammo, carbines, cartridges, Hi-tech optics, combat training and outdoor survival gea",Public,unknown,http://www.crossroadsgunshows.com/venue/the-pavilions-at-world-market-center,gunshows@crossroadsgunshows.com,USA,False,2023-12-09,2,717
3298,JOPLIN GUN SHOW 2023,"Guns & knife show. JOPLIN GUN SHOW features handguns, shotguns, rifles, collectible guns, antique knife, personal defense weapons, hunting accessories, fishing gears, military surplus, outdoor equipment",Public,unknown,http://rkshows.com/events/category/missouri,rkshows@yousq.net,USA,False,2023-12-22,2,718
3299,JACKSONVILLE HOME + PATIO SHOW (JANUARY) 2024,"Jacksonville, FL Home and Garden Show. The Jacksonville Home & Patio Show reveals the newest in Home, Remodelling, Home Decor, and More! The show offers the opportunity to meet hundreds of experts and experience thousands of products & services",Public,once a year,http://marketplaceevents.com/our-shows,hillaryl@marketplaceevents.com,USA,True,2024-01-01,1,719
3300,TACOMA GUN SHOW 2023,"Firearms Fair. TACOMA GUN SHOW presents self protection items, hunting rifle, handguns, reloading supplies, cartridges, edged weapons, ammo, hunting gears, bulletproof jackets, ear plugs, decals, holsters, carbines, flashlight, gun parts & tools",Public,unknown,http://www.bigtoppromos.com/,sales@bigtoppromos.com,USA,False,2023-12-09,2,720
3301,WILMINGTON GUNS & KNIFE SHOW 2023,"Weapon Fair. WILMINGTON GUNS & KNIFE SHOW showcases combat knives, swords, hunting rifle, shotguns, antique pistols, gun magazine, display cases, holsters, Indian artifacts, war relics, outdoor equipment, ammo, laser sight and gun parts",Public,unknown,http://ncgunshows.com/schedule,,USA,False,2023-12-09,2,721
3302,GREENVILLE GUN & KNIFE SHOW 2023,"Arms & Ammunition Fair. GREENVILLE WINTER GUN & KNIFE SHOW presents all types of firearms, combat knife & sword, airguns, Camouflage merchandise, antique pistol, cartridges, hunting accessories, self protection weapons, alarms, outdoor equipment",Public,unknown,http://www.scgunshows.com/greenville-show,scacadirector@aol.com,USA,False,2023-12-16,2,478
3303,LENOIR GUNS & KNIFE SHOW 2023,"Arms & Antique Expo: shotguns, handguns, hunting rifle, combat knife, samurai swords, collector firearms, Indian artifacts, muzzle load, laser optics, safety equipment, holsters, gun parts and rifle spoke",Public,unknown,http://www.greatamericanpromotionsllc.com/,MWXmarketing@aol.com,USA,False,2023-12-16,2,722
3304,CLEBURNE GUNS & KNIFE SHOW 2023,"Arms & Weapons fair. CLEBURNE GUNS & KNIFE SHOW showcases shotguns, handguns, rifles, knives, combat swords, cartridges, carbine, holsters, collectible firearms, antique weapons, hunting accessories, fishing gears, ammo and outdoor equipments",Public,unknown,http://www.whippfarmproductions.com/events.html,whipp.events@gmail.com,USA,False,2023-12-16,2,723
3305,G & S OKLAHOMA GUNS & KNIFE SHOW - SHAWNEE 2023,"Arms and Ammunition Fair. G & S OKLAHOMA GUNS & KNIFE SHOW presents antique pistols, rifles, air guns, combat knives, gun magazines, collectible firearm, hunting & fishing gears, holsters, gun safes, display cases, survival training and gun parts",Public,twice a year,http://gunshowtrader.com/promoter/gs-promotions,gnshpr1@aol.com,USA,False,2023-12-16,2,724
3306,RALEIGH GUN & KNIFE SHOW 2023,"Arms and Ammunition Fair showcases antique pistols, hunting rifles, combat knives and swords, cartridges, coins & collectible, hunting accessories, fishing gears, holsters, gun safes & cases, outdoor survival training",Public,unknown,http://www.cegunshows.com/,info@showmastersgunshows.com,USA,False,2023-12-16,2,725
3307,INTERNATIONAL SALON AND SPA EXPO (ISSE) 2024,"Professional beauty expo & education event on West Coast. ISSE long beach features latest beauty trends, Cosmetics Personal Care, Packaging, Contract Manufacturing & Private Label, Spa & Wellness, Hair stylists, Nails & Tools and make-up artists",Public,once a year,http://www.probeauty.org/isselb,sales@premiereshows.com,USA,True,2024-01-01,1,526
3394,"GRAND RAPIDS CAMPER, TRAVEL & RV SHOW 2024","Camping, Travel and Recreational Vehicles Fair",Public,once a year,http://showspan.com/?market=grand%20rapids,events@showspan.com,USA,False,2024-01-18,4,615
3463,JOHNSON COUNTY HOME + GARDEN SHOW 2024,"Johnson County, KS Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://johnsoncountyhomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-01-26,3,619
3308,AQUA ART MIAMI 2023,"Contemporary and Modern art fair in Miami. AQUA ART MIAMI features fine arts, emergent modern artwork, paintings, sculptures, design on fabrics, woodwork, photography, drawings, video art, curio and antiques",Public,once a year,http://www.aquaartmiami.com/,info@art-miami.com,USA,False,2023-12-06,5,726
3309,LAFAYETTE GUN & KNIFE SHOW 2023,"Arms and Ammunition Fair. LAFAYETTE GUN & KNIFE SHOW showcases shooting rifles, all sizes of knives, automatic shotguns, collectible firearms, hunting and fishing accessories, Militaria of Wars, ammo, gun parts, magazines, cartridges and laser sights",Public,6 times a year,http://capgunshows.com/lafayette-gun-show,info@capgunshows.com,USA,False,2023-12-09,2,727
3310,ACCESS MBA - SAN FRANCISCO 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/events/region/north-america,coutat@advent-communication.net,USA,True,2024-01-01,1,510
3311,CAPITAL CITY GUN & KNIFE SHOW IN RALEIGH 2023,"Arms and Ammunition Fair. CAPITAL CITY GUN & KNIFE SHOW IN RALEIGH features rifles, handguns, shotguns, combat knives and swords, cartridges, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,unknown,http://www.cegunshows.com/raleigh-gun-show.html,info@showmastersgunshows.com,USA,False,2023-12-16,2,725
3312,LOUISVILLE GUN SHOW 2023,"Guns & knife show. LOUISVILLE GUN SHOW showcases handguns, shotguns, shooting rifles, collectible guns, all size of knives, war relics, pistols, hunting accessories, fishing gears, military surplus, holsters, gun safes, gun cases, survival gears",Public,unknown,http://rkshows.com/event/louisville-ky-gun-show-5,rkshows@yousq.net,USA,False,2023-12-30,2,728
3313,G & S ARKANSAS GUNS & KNIFE SHOW - CONWAY 2023,"Arms and Ammunition Fair. G & S ARKANSAS GUNS & KNIFE SHOW presents antique pistols, rifles, air guns, combat knives, gun magazines, collectible firearm, hunting gears, fishing gears, holsters, gun safes, display cases, survival training...",Public,unknown,http://gunshowtrader.com/promoter/gs-promotions,gnshpr1@aol.com,USA,False,2023-12-09,2,729
3314,TORONTO CHRO 2023,Human Resource Congress. CHRO (Chief Human Resources Officer) SUMMIT gives the oportunity to share best practices and develop leadership skills that enhance organization's ability to impact the local and global business climate,Public,3 times a year,http://www.evanta.com/calendar,info@evanta.com,Canada,False,2023-12-13,1,730
3315,DREAM HACK ATLANTA 2023,"DreamHack is a three-day event with everything gaming under one roof! DreamHack will feature all core content of a DreamHack festival, such as the BYOC LAN, esports tournaments, cosplay, live music, an expo area and much more",Public,once a year,http://dreamhack.com/atlanta,sales@dreamhack.com,USA,False,2023-12-15,3,731
